Form,Section,Variable,Type,Question,Answer Options,Validation,Minimum,Maximum,List,Skip Logic,Body System,Definition,Completion Guideline,Standardized Term Codelist,Standardized Term Code,Metathesaurus,Identifier,Research Category,preset_ARChetype Disease CRF_Covid,preset_ARChetype Disease CRF_Dengue,preset_ARChetype Disease CRF_Mpox,preset_ARChetype Disease CRF_Mpox-Pregnancy&Paediatrics,preset_ARChetype Disease CRF_H5Nx,preset_ARChetype Syndromic CRF_ARI,preset_UserGenerated_Oropouche,preset_Score_CharlsonCI
presentation,SYMPTOMS ON ADMISSION: Indicate if experienced at any time from onset of this illness to the day of presentation.,adsym_haemorrhag,radio,Bleeding / haemorrhage,"1, Yes | 0, No | 99, Unknown",,,,,,Haematology,"Defined as the presence of blood in a location in which it is not physiologically normal or loss of blood from the circulation, either internally or externally. This can include epistaxis (blood from nose), gingival bleeding (blood from gums/gingiva), blood from any part of the gastrointestinal tract (gastrointestinal bleeding) or genitourinary tracts (vagina or urethra) including hematuria. ","Indicate 'Yes', if the patient has experienced this at any time from onset of this illness to presentation. ",SNOMED,"131148009, Bleeding","C3163616, Blood loss",,clinical_features,1,1,1,1,1,1,1,
presentation,SYMPTOMS ON ADMISSION: Indicate if experienced at any time from onset of this illness to the day of presentation.,adsym_haemorrhag_sev,radio,Severe bleeding / haemorrhage (requires intervention),"1, Yes | 0, No | 99, Unknown",,,,,[adsym_haemorrhag] = '1',Haematology,Defined as the severe bleeding / hemorrhage requiring medical intervention for hemostasis and/or hemodynamic support.,"Indicate 'Yes', if the patient has experienced this at any time from onset of this illness to presentation. ",,,,,clinical_features,1,1,1,1,1,1,1,
presentation,SYMPTOMS ON ADMISSION: Indicate if experienced at any time from onset of this illness to the day of presentation.,adsym_haemorrhag_site,checkbox,Specify bleeding / haemorrhage site(s),"1, Skin | 7, Petechiae | 2, Nose | 3, Gums | 4, GI tract | 5, Urinary tract | 6, Vagina | 99, Unknown | 88, Other(s)",,,,,[adsym_haemorrhag] = '1',Haematology,"This refers to the location of bleeding/haemorrhage site(s). Petechiae refer to small reddish or purplish spots in skin or mucous membrane as a result of localised haemorrhage. Nose bleeding refers to haemorrhage localized in the nose. Gum bleeding refers to haemorrhage affecting the gingiva. Gastrointestinal (GI) bleeding refers to haemorrhage in any segment of the gastrointestinal tract from oesophagus to rectum. Urinary tract bleeding refers to haemorrhage originating from any part of the urinary system. Vaginal bleeding refers to haemorrhage originating from vagina, unrelated to normal menstruation.",Select the most appropriate option(s) corresponding to the location of bleeding/haemorrhage site(s).,SNOMED,"297968009, Bleeding skin | 271813007 Petechiae | 249366005, Bleeding from nose | 86276007, Bleeding gums | 74474003, Gastrointestinal haemorrhage |34436003, blood in urine | 289530006, Bleeding from vagina","C0574741, Bleeding skin | C3808808, Epistaxis | C0017565, Gingival haemorrrhage | C0017181, Gastrointestinal haemorrhage |C3805433, haematuria | C0566961, Fresh bleeding from vagina",,clinical_features,1,1,1,1,1,1,1,
presentation,SYMPTOMS ON ADMISSION: Indicate if experienced at any time from onset of this illness to the day of presentation.,adsym_haemorrhag_site_oth,text,Specify other bleeding / haemorrhage site(s),,,,,,[adsym_haemorrhag_site(88)]='1',Haematology,This refers to the location of bleeding/haemorrhage site(s).,"If 'Other', Write the other location of site(s) where the patient has experienced bleeding/haemorrhage at any time from onset of this illness and presentation or admission.",,,,,clinical_features,1,1,1,1,1,1,1,
presentation,SYMPTOMS ON ADMISSION: Indicate if experienced at any time from onset of this illness to the day of presentation.,adsym_cns,descriptive,Neurological symptoms,,,,,,,Nervous system,This refers to signs and symptoms relating to the neurological system.,"Indicate 'Yes', if the patient has experienced this at any time from onset of this illness to presentation. ",,,,,,1,1,1,1,1,1,1,
presentation,SYMPTOMS ON ADMISSION: Indicate if experienced at any time from onset of this illness to the day of presentation.,adsym_headache,radio,Headache,"1, Yes | 0, No | 99, Unknown",,,,,,Nervous system,Defined as the experience of pain in various parts of the head.,"Indicate 'Yes', if the patient has experienced this at any time from onset of this illness to presentation. ",SNOMED,"25064002, Headache","C0018681, Headache",,clinical_features,1,1,1,1,1,1,1,
presentation,SYMPTOMS ON ADMISSION: Indicate if experienced at any time from onset of this illness to the day of presentation.,adsym_photoph,radio,Photophobia,"1, Yes | 0, No | 99, Unknown",,,,,,Nervous system,Refers to increased sensitivity of the eyes to light.,"Indicate 'Yes', if the patient has experienced this at any time from onset of this illness to presentation. ",SNOMED,409668002 | Photophobia (finding) |,"C3807325, Photophobia",,clinical_features,,,,1,,,1,
presentation,SYMPTOMS ON ADMISSION: Indicate if experienced at any time from onset of this illness to the day of presentation.,adsym_seizconv,radio,Seizures / convulsions,"1, Yes | 0, No | 99, Unknown",,,,,,Nervous system,"Defined as an intermittent abnormality of nervous system physiology characterised by a transient occurrence of sudden, violent, irregular movement of the body, caused by involuntary contraction of muscles due to abnormal excessive or synchronous neuronal activity in the brain.","Indicate 'Yes', if the patient has experienced this at any time from onset of this illness to presentation. ",SNOMED,"91175000, Seizure","C2748942, Seizure",,clinical_features,1,1,1,1,1,1,1,
presentation,SYMPTOMS ON ADMISSION: Indicate if experienced at any time from onset of this illness to the day of presentation.,adsym_confusion,radio,Altered consciousness / confusion,"1, Yes | 0, No | 99, Unknown",,,,,,Nervous system,Defined as a level of awareness or arousal other than the patient's normal baseline.,"Indicate 'Yes', if the patient has experienced this at any time from onset of this illness to presentation. ",SNOMED,"443371007, Decreased level of consciousness","C0150450, Altered level of consciousness",,clinical_features,1,,1,1,1,1,1,
presentation,SYMPTOMS ON ADMISSION: Indicate if experienced at any time from onset of this illness to the day of presentation.,adsym_paralysis,radio,Paralysis,"1, Yes | 0, No | 99, Unknown",,,,,,Nervous system,This refers to inability to fully move or control movement,"Indicate 'Yes', if the patient has experienced this at any time from onset of this illness to presentation. ",,,,,clinical_features,,,,1,,,,
presentation,SYMPTOMS ON ADMISSION: Indicate if experienced at any time from onset of this illness to the day of presentation.,adsym_irritable,radio,Irritability,"1, Yes | 0, No | 99, Unknown",,,,,,Nervous system,"Refers to an abnormal or excessive excitability with easily triggered anger, annoyance, or impatience.","Indicate 'Yes', if the patient has experienced this at any time from onset of this illness to presentation. ",,,,,clinical_features,,,,1,,,,
presentation,SYMPTOMS ON ADMISSION: Indicate if experienced at any time from onset of this illness to the day of presentation.,adsym_tremor,radio,Tremor,"1, Yes | 0, No | 99, Unknown",,,,,,Nervous system,"Refers to an unintentional, oscillating to-and-fro muscle movement about a joint axis.","Indicate 'Yes', if the patient has experienced this at any time from onset of this illness to presentation. ",SNOMED,26079004 | Tremor (finding) |,"C0040822, Tremor",,clinical_features,,,,1,,,1,
presentation,SYMPTOMS ON ADMISSION: Indicate if experienced at any time from onset of this illness to the day of presentation.,adsym_neurologic,radio,Other neurological symptoms,"1, Yes | 0, No | 99, Unknown",,,,,,Nervous system,This refers the presence of an alternative neurological abnormality not listed above.,"Indicate 'Yes', if the patient has another neurological abnormality not listed above.",,,,,clinical_features,,,,,,,1,
presentation,SYMPTOMS ON ADMISSION: Indicate if experienced at any time from onset of this illness to the day of presentation.,adsym_neurologic_spec,text,Specify other neurological symptoms,,,,,,[adsym_neurologic] = '1',Nervous system,This refers the presence of another neurological abnormality not listed above.,"If 'Other', specify neurological abnormality.",,,,,clinical_features,,,,,,,1,
presentation,SYMPTOMS ON ADMISSION: Indicate if experienced at any time from onset of this illness to the day of presentation.,adsym_eye,descriptive,Ophthalmological symptoms,,,,,,,Ocular,This refers to signs and symptoms relating to the eye.,"Indicate 'Yes', if the patient has experienced this at any time from onset of this illness to presentation. ",,,,,,,,1,1,1,1,,
presentation,SYMPTOMS ON ADMISSION: Indicate if experienced at any time from onset of this illness to the day of presentation.,adsym_itchyeye,radio,Itching of eye(s),"1, Yes | 0, No | 99, Unknown",,,,,,Ocular,Defined as itching of one or both eyes.,"Indicate 'Yes', if the patient has experienced this at any time from onset of this illness to presentation. ",SNOMED,"74776002, Has an itchy eye",Has an itchy eye,,clinical_features,,,1,1,1,1,,
presentation,SYMPTOMS ON ADMISSION: Indicate if experienced at any time from onset of this illness to the day of presentation.,adsym_redeye,radio,Red / Pink eye(s),"1, Yes | 0, No | 99, Unknown",,,,,,Ocular,"Defined as inflammation or infection of the conjunctiva, characterized by redness in one or both eyes.","Indicate 'Yes', if the patient has experienced this at any time from onset of this illness to presentation. ",SNOMED,"703630003, Red eye",,,clinical_features,,,1,1,1,1,,
presentation,SYMPTOMS ON ADMISSION: Indicate if experienced at any time from onset of this illness to the day of presentation.,adsym_paineyes,radio,Pain in eye(s),"1, Yes | 0, No | 99, Unknown",,,,,,Ocular,Defined as discomfort or aching localized within or around the eye area.,"Indicate 'Yes', if the patient has experienced this at any time from onset of this illness to presentation. ",SNOMED,"41652007, Pain in eye",,,clinical_features,,,1,1,1,1,,
presentation,SYMPTOMS ON ADMISSION: Indicate if experienced at any time from onset of this illness to the day of presentation.,adsym_eyelidedema,radio,Oedema of eyelid(s),"1, Yes | 0, No | 99, Unknown",,,,,,Ocular,Defined as swelling due to fluid accumulation in the tissues of the eyelid.,"Indicate 'Yes', if the patient has experienced this at any time from onset of this illness to presentation. ",SNOMED,"89091004, Oedema of eyelid",,,clinical_features,,,,,1,1,,
presentation,SYMPTOMS ON ADMISSION: Indicate if experienced at any time from onset of this illness to the day of presentation.,adsym_eyedischarg,radio,Discharge from eye(s),"1, Yes | 0, No | 99, Unknown",,,,,,Ocular,"Defined as the release of fluids ranging from clear to pus-like from the eye, often indicative of infection or irritation.","Indicate 'Yes', if the patient has experienced this at any time from onset of this illness to presentation. ",SNOMED,"246679005, Discharge from eye",,,clinical_features,,,,1,1,1,,
presentation,SYMPTOMS ON ADMISSION: Indicate if experienced at any time from onset of this illness to the day of presentation.,adsym_hazyvision,radio,Hazy / Blurred vision,"1, Yes | 0, No | 99, Unknown",,,,,,Ocular,"Defined as a loss of visual acuity, resulting in unclear or distorted sight.","Indicate 'Yes', if the patient has experienced this at any time from onset of this illness to presentation. ",SNOMED,"246636008, Hazy vision",,,clinical_features,,,,,1,1,,
presentation,SYMPTOMS ON ADMISSION: Indicate if experienced at any time from onset of this illness to the day of presentation.,adsym_eyelightsensi,radio,Sensitivity of eye to light,"1, Yes | 0, No | 99, Unknown",,,,,,Ocular,"Defined as an abnormal intolerance to light, causing discomfort or pain in the eyes when exposed to bright light.","Indicate 'Yes', if the patient has experienced this at any time from onset of this illness to presentation. ",SNOMED,"1285284009, Sensitivity of eye to light",,,clinical_features,,,,,1,1,,
presentation,SYMPTOMS ON ADMISSION: Indicate if experienced at any time from onset of this illness to the day of presentation.,adsym_visdist,radio,Visual disturbance,"1, Yes | 0, No | 99, Unknown",,,,,,Ocular,Refers to an interference to normal eyesight without necessarily affecting visual acuity.,"Indicate 'Yes', if the patient has experienced this at any time from onset of this illness to presentation. ",SNOMED,"63102001, Visual distrubance",,,clinical_features,,,1,1,,,,
presentation,SYMPTOMS ON ADMISSION: Indicate if experienced at any time from onset of this illness to the day of presentation.,adsym_blurryvis,radio,Blurry vision,"1, Yes | 0, No | 99, Unknown",,,,,,Ocular,This refers to lack of sharpness of vision resulting in the inability to see fine detail.,"Indicate 'Yes', if the patient has experienced this at any time from onset of this illness to presentation. ",,,,,clinical_features,,,,1,,,,
presentation,SYMPTOMS ON ADMISSION: Indicate if experienced at any time from onset of this illness to the day of presentation.,adsym_ocularoth,radio,Other opthalmological symptoms,"1, Yes | 0, No | 99, Unknown",,,,,,Ocular,"This refers to other signs and symptoms relating to the eye, not specified above.","Indicate 'Yes', if the patient has experienced this at any time from onset of this illness to presentation. ",,,,,,,,1,1,,,,
