Variable,Question,Answer Options,Definition,Completion Guideline,Language Speaker Reviewed,Clinical Language Speaker Reviewed
adsym_mobile,Status de mobilidade,"1, Totalmente ambulante | 2, Ambulante, mas com alguma assistência | 3, Acamado",Isso se refere à capacidade do paciente de andar ou se mobilizar.,Indique o estado de mobilidade do paciente no momento da apresentação.,,
adsym_cough,Tosse,"1, Sim | 0, Não | 99, Desconhecido","Isso se refere à presença de uma tosse e suas características. Uma tosse produtiva se refere a uma tosse acompanhada de secreções expectoradas (catarro ou muco), enquanto uma tosse não produtiva se refere a uma que não é acompanhada de secreções expectoradas. Hemoptise se refere à presença de sangue ou escarro com estrias de sangue do trato respiratório.","Indique ""Sim"" se o paciente apresentou isso em algum momento desde o início da doença até a apresentação.",,
adsym_cough_nonprod,Não produtivo,"1, Sim | 0, Não | 99, Desconhecido",Uma tosse não produtiva refere-se àquela que não é acompanhada de secreções expectoradas.,"Indique ""Sim"" se o paciente apresentou isso em algum momento desde o início da doença até a apresentação.",,
adsym_cough_prod,Produtivo,"1, Sim | 0, Não | 99, Desconhecido",Uma tosse produtiva refere-se a uma tosse acompanhada de secreções expectoradas (catarro ou muco),"Indique ""Sim"" se o paciente apresentou isso em algum momento desde o início da doença até a apresentação.",,
adsym_cough_hemop,Hemoptise,"1, Sim | 0, Não | 99, Desconhecido",Hemoptise refere-se à presença de sangue ou expectoração com estrias de sangue no trato respiratório.,"Indique ""Sim"" se o paciente apresentou isso em algum momento desde o início da doença até a apresentação.",,
adsym_palpitations,Palpitações,"1, Sim | 0, Não | 99, Desconhecido",Refere-se à percepção desagradável do próprio batimento cardíaco.,"Indique ""Sim"" se o paciente apresentou isso em algum momento desde o início da doença até a apresentação.",,
adsym_sorethroat,Dor de garganta,"1, Sim | 0, Não | 99, Desconhecido","Definida como uma sensação desagradável caracterizada por desconforto físico (como picadas, latejamento ou dor) e percebida como originária da garganta.","Indique ""Sim"" se o paciente apresentou isso em algum momento desde o início da doença até a apresentação.",,
adsym_rhinorrhoe,Nariz escorrendo / rinorreia,"1, Sim | 0, Não | 99, Desconhecido",Definido como aumento da secreção mucosa do nariz.,"Indique ""Sim"" se o paciente apresentou isso em algum momento desde o início da doença até a apresentação.",,
adsym_wheezing,Chiado,"1, Sim | 0, Não | 99, Desconhecido",Definido como um som respiratório agudo resultante de um estreitamento ou obstrução das pequenas vias aéreas.,"Indique ""Sim"" se o paciente apresentou isso em algum momento desde o início da doença até a apresentação.",,
adsym_shortbreat,Falta de ar,"1, Sim | 0, Não | 99, Desconhecido",Definida como a sensação desconfortável de respiração difícil ou trabalhosa que é desproporcional ao nível de atividade física do paciente.,"Indique ""Sim"" se o paciente apresentou isso em algum momento desde o início da doença até a apresentação.",,
adsym_chestindrw,Inserção da parede torácica inferior,"1, Sim | 0, Não | 99, Desconhecido","Definido como um sinal clínico de dificuldade respiratória, distinguido pelo movimento anormal para dentro da parede torácica inferior durante a inspiração. Se apenas o tecido mole entre as costelas ou acima da clavícula entra quando o paciente respira, isso não é retração da parede torácica inferior.","Indique ""Sim"" se o paciente apresentou isso em algum momento desde o início da doença até a apresentação.",,
adsym_chestpain,Dor no peito,"1, Sim | 0, Não | 99, Desconhecido","Definida como a sensação desagradável, desconfortável ou dolorosa caracterizada por desconforto físico localizado no peito.","Indique ""Sim"" se o paciente apresentou isso em algum momento desde o início da doença até a apresentação.",,
adsym_abdpain,Dor abdominal,"1, Sim | 0, Não | 99, Desconhecido","Definida como uma sensação desagradável de desconforto, angústia ou agonia na região abdominal.","Indique ""Sim"" se o paciente apresentou isso em algum momento desde o início da doença até a apresentação.",,
adsym_diarrhoea,Diarréia,"1, Sim | 0, Não | 99, Desconhecido",Definido como frequência anormalmente aumentada (geralmente definida como três ou mais) evacuações soltas ou líquidas por dia (ou evacuações mais frequentes do que o normal para o indivíduo).,"Indique ""Sim"" se o paciente apresentou isso em algum momento desde o início da doença até a apresentação.",,
adsym_consti,Constipação,"1, Sim | 0, Não | 99, Desconhecido","Definida como evacuação irregular, pouco frequente ou difícil dos intestinos.","Indique ""Sim"" se o paciente apresentou isso em algum momento desde o início da doença até a apresentação.",,
adsym_vomit,Vômito,"1, Sim | 0, Não | 99, Desconhecido",Definida como a expulsão do estômago ou intestino delgado pela boca.,"Indique ""Sim"" se o paciente apresentou isso em algum momento desde o início da doença até a apresentação.",,
adsym_vomit2d,Vômito persistente? (>=2/dia),"1, Sim | 0, Não | 99, Desconhecido",Vômito persistente é definido aqui como vômito duas ou mais vezes por dia.,"Indique ""Sim"" se o paciente apresentou isso em algum momento desde o início da doença até a apresentação.",,
adsym_nausea,Náusea,"1, Sim | 0, Não | 99, Desconhecido",Definida como a sensação subjetiva desagradável e indolor de que alguém irá vomitar em breve.,"Indique ""Sim"" se o paciente apresentou isso em algum momento desde o início da doença até a apresentação.",,
adsym_anorexia,Anorexia,"1, Sim | 0, Não | 99, Desconhecido",Definido como falta ou perda de apetite.,"Indique ""Sim"" se o paciente apresentou isso em algum momento desde o início da doença até a apresentação.",,
adsym_exsal,Salivação excessiva,"1, Sim | 0, Não | 99, Desconhecido","Definida como salivação excessiva ou sialorreia, é um sintoma melhor avaliado pelo paciente.","Indique ""Sim"" se o paciente apresentou isso em algum momento desde o início da doença até a apresentação.",,
adsym_diffswallow,Dificuldade em engolir / disfagia,"1, Sim | 0, Não | 99, Desconhecido","Definida como dificuldade em engolir alimentos, líquidos ou saliva.","Indique ""Sim"" se o paciente apresentou isso em algum momento desde o início da doença até a apresentação.",,
adsym_urine,Retenção urinária,"1, Sim | 0, Não | 99, Desconhecido",Definida como o acúmulo de urina na bexiga devido à incapacidade de urinar.,"Indique ""Sim"" se o paciente apresentou isso em algum momento desde o início da doença até a apresentação.",,
adsym_dyspareunia,Dispareunia,"1, Sim | 0, Não | 99, Desconhecido",Definida como dor genital recorrente ou persistente associada à relação sexual.,"Indique ""Sim"" se o paciente apresentou isso em algum momento desde o início da doença até a apresentação.",,
adsym_haemorrhag_yn,Sangramento / hemorragia,"1, Sim | 0, Não | 99, Desconhecido","Definido como a presença de sangue em um local em que não é fisiologicamente normal ou perda de sangue da circulação, interna ou externamente. Isso pode incluir epistaxe (sangue do nariz), sangramento gengival (sangue da gengiva/gengiva), sangue de qualquer parte do trato gastrointestinal (sangramento gastrointestinal) ou tratos geniturinários (vagina ou uretra), incluindo hematúria.","Indique ""Sim"" se o paciente apresentou isso em algum momento desde o início da doença até a apresentação.",,
adsym_haemorrhag_sev,Sangramento / hemorragia grave (requer intervenção),"1, Sim | 0, Não | 99, Desconhecido",Definido como sangramento/hemorragia grave que requer intervenção médica para hemostasia e/ou suporte hemodinâmico.,"Indique ""Sim"" se o paciente apresentou isso em algum momento desde o início da doença até a apresentação.",,
adsym_haemorrhag_site,Se sim: especifique o(s) local(ais) do sangramento/hemorragia,"1, Pele | 7, Petéquias | 2, Nariz | 3, Gengivas | 4, Trato GI | 5, Trato urinário | 6, Vagina | 88, Outro(s) | 99, Desconhecido","Isto se refere à localização do(s) local(ais) de sangramento/hemorragia. Petéquias se referem a pequenas manchas avermelhadas ou arroxeadas na pele ou membrana mucosa como resultado de hemorragia localizada. Sangramento nasal se refere à hemorragia localizada no nariz. Sangramento gengival se refere à hemorragia que afeta a gengiva. Sangramento gastrointestinal (GI) se refere à hemorragia em qualquer segmento do trato gastrointestinal, do esôfago ao reto. Sangramento do trato urinário se refere à hemorragia originada de qualquer parte do sistema urinário. Sangramento vaginal se refere à hemorragia originada da vagina, não relacionada à menstruação normal.",Selecione a(s) opção(ões) mais apropriada(s) correspondente(s) ao local do(s) sangramento(s)/hemorragia.,,
adsym_haemorrhag_oth,Se outro: especifique o(s) local(ais) do sangramento/hemorragia,,Isso se refere à localização do(s) local(ais) de sangramento/hemorragia.,"Se for ""Outro"", escreva o outro local ou locais onde o paciente apresentou sangramento/hemorragia em qualquer momento desde o início da doença e apresentação ou admissão.",,
adsym_jaund,Icterícia,"1, Sim | 0, Não | 99, Desconhecido","Definida como uma manifestação clínica de hiperbilirrubinemia, caracterizada pela coloração amarelada da pele, mucosas e/ou esclera.","Indique ""Sim"" se o paciente apresentou isso em algum momento desde o início da doença até a apresentação.",,
adsym_headache,Dor de cabeça,"1, Sim | 0, Não | 99, Desconhecido",Definida como a experiência de dor em várias partes da cabeça.,"Indique ""Sim"" se o paciente apresentou isso em algum momento desde o início da doença até a apresentação.",,
adsym_neckstiff,Rigidez do pescoço,"1, Sim | 0, Não | 99, Desconhecido","Definida como uma sensação de aperto no pescoço ao tentar movê-lo, especialmente após um período de inatividade. A rigidez do pescoço geralmente envolve dor e dificuldade para mover o pescoço, especialmente ao tentar virar a cabeça para o lado.","Indique ""Sim"" se o paciente apresentou isso em algum momento desde o início da doença até a apresentação.",,
adsym_photoph,Fotofobia,"1, Sim | 0, Não | 99, Desconhecido",Refere-se ao aumento da sensibilidade dos olhos à luz.,"Indique ""Sim"" se o paciente apresentou isso em algum momento desde o início da doença até a apresentação.",,
adsym_retroorbit,Dor retro-orbitária,"1, Sim | 0, Não | 99, Desconhecido",Definida como a experiência de dor na região retro-orbitária (atrás dos olhos).,"Indique ""Sim"" se o paciente apresentou isso em algum momento desde o início da doença até a apresentação.",,
adsym_seizconv,Convulsões,"1, Sim | 0, Não | 99, Desconhecido","Definida como uma anormalidade intermitente da fisiologia do sistema nervoso, caracterizada por uma ocorrência transitória de movimento repentino, violento e irregular do corpo, causado pela contração involuntária dos músculos devido à atividade neuronal anormal, excessiva ou síncrona no cérebro.","Indique ""Sim"" se o paciente apresentou isso em algum momento desde o início da doença até a apresentação.",,
adsym_confusion,Consciência alterada / confusão,"1, Sim | 0, Não | 99, Desconhecido",Definido como um nível de consciência ou excitação diferente do nível normal do paciente.,"Indique ""Sim"" se o paciente apresentou isso em algum momento desde o início da doença até a apresentação.",,
adsym_neurodist,Perturbação psicológica,"1, Sim | 0, Não | 99, Desconhecido","Isso se refere à presença de sinais ou sintomas que afetam os pensamentos, emoções, comportamentos ou bem-estar mental de um indivíduo. A presença de distúrbios psicológicos deve ser identificada por meio de um Exame de Estado Mental (MSE) ou ferramenta equivalente.","Indique ""Sim"" se o paciente apresentou isso em algum momento desde o início da doença até a apresentação.",,
adsym_cerebesig,Sinais cerebelares,"1, Sim | 0, Não","Refere-se à presença de uma constelação de sinais neurológicos que normalmente indicam disfunção cerebelar. Os sinais incluem disdiadococinesia, dismetria, ataxia, nistagmo, tremor intencional, fala arrastada ou escaneada, hipotonia.","Indique ""Sim"" se o paciente apresentou isso em algum momento desde o início da doença até a apresentação.",,
adsym_tremor,Tremor,"1, Sim | 0, Não","Refere-se a um movimento muscular oscilante, não intencional, para frente e para trás em torno de um eixo articular.","Indique ""Sim"" se o paciente apresentou isso em algum momento desde o início da doença até a apresentação.",,
adsym_neurologic,Outra anormalidade neurológica,"1, Sim | 0, Não | 99, Desconhecido",Isso se refere à presença de uma anormalidade neurológica alternativa não listada acima.,"Indique ""Sim"" se o paciente tiver outra anormalidade neurológica não listada acima.",,
adsym_neurologic_other,Se sim: especifique outra anormalidade neurológica,,Isso se refere à presença de outra anormalidade neurológica não listada acima.,"Se 'Outro', especifique anormalidade neurológica.",,
adsym_ocular,Queixas oculares,"1, Sim | 0, Não | 99, Desconhecido","Isso se refere a problemas ou questões que surgem no olho ou em suas estruturas relacionadas. Inclui queixas de olho vermelho e/ou coceira, ou distúrbio visual.","Indique ""Sim"" se o paciente apresentou isso em algum momento desde o início da doença até a apresentação.",,
