Variable,Question,Answer Options,Definition,Completion Guideline,Language Speaker Reviewed,Clinical Language Speaker Reviewed
adsym_eyelightsensi,Sensibilidad del ojo a la luz,"1, Sí | 0, No | 99, Desconocido","Se define como una intolerancia anormal a la luz, que provoca molestias o dolor en los ojos cuando se exponen a una luz brillante.",Indique “Sí” si el paciente ha experimentado esto en cualquier momento desde el inicio de esta enfermedad hasta su presentación.,,
adsym_conjunctiv,Conjuntivitis,"1, Sí | 0, No | 99, Desconocido",Se define como inflamación de la conjuntiva.,Indique “Sí” si el paciente ha experimentado esto en cualquier momento desde el inicio de esta enfermedad hasta su presentación.,,
adsym_reduvisiacu,Agudeza visual recientemente reducida,"1, Sí | 0, No | 99, Desconocido",Se define como disminución de la claridad o agudeza de la visión.,Indique “Sí” si el paciente ha experimentado esto en cualquier momento desde el inicio de esta enfermedad hasta su presentación.,,
adsym_unlisted,Otros signos o síntomas,"1, Sí | 0, No | 99, Desconocido",Esto se refiere a la presencia de un signo o anomalía alternativa no mencionada anteriormente.,Indique “Sí” si el paciente ha experimentado esto en cualquier momento desde el inicio de esta enfermedad hasta su presentación.,,
asses_date,FECHA DE EVALUACIÓN,,Indica el día de la recolección y muestreo de datos (puede no ser la fecha de finalización). Puede tratarse de información retrospectiva al momento del alta (traslado a otro hospital o fallecimiento en el hospital).,Introduzca la fecha. Utilice el formato DD/MM/AAAA.,,
asses_lvlcare,Nivel actual de atención,"1, Paciente ambulatorio | 2, Admitido en sala normal solo para aislamiento | 3, Admitido en sala normal para atención clínica | 4, Alta dependencia | 5, Admisión en cuidados intensivos",Se refiere al nivel de atención en la fecha de evaluación.,Seleccione el nivel más alto de atención en la fecha de evaluación.,,
asses_lymph,Linfadenopatía,"1, Sí-doloroso | 2, Sí-no doloroso | 0, No | 99, Desconocido",Se define como un hallazgo clínico de agrandamiento anormal de los ganglios linfáticos.,"Indique “Sí”, si el paciente ha experimentado entre las 00:00 y las 24:00 horas el día de la evaluación.",,
asses_lymphspec,Especifique el sitio(s) de la linfadenopatía,"1, Axilar (axilas) | 2, Cervical (cuello) | 3, Inguinal (ingle) | 88, Otro | 99, Desconocido",Esto se refiere a la ubicación en la que se identificó la linfadenopatía.,Seleccione la(s) opción(es) más apropiada(s) correspondiente(s) a la localización de la linfadenopatía.,,
asses_lymphoth,Especifique otros sitios de linfadenopatía,,Esto se refiere a la ubicación en la que se identificó la linfadenopatía.,"Si es 'Otro', escriba la ubicación en la que se identificó la linfadenopatía.",,
asses_bacsi_yn,Superinfección bacteriana,"1, Sí | 0, No | 99, Desconocido",Se define como una infección bacteriana secundaria diagnosticada por un médico que ocurre durante una infección existente o inmediatamente después de una infección anterior.,"Indique “Sí”, si el paciente ha experimentado entre las 00:00 y las 24:00 horas el día de la evaluación.",,
asses_bacsi_spec,En caso afirmativo: especifique sobreinfección bacteriana.,"7, Absceso de tejidos profundos | 1, Foliculitis/celulitis | 2, Neumonía | 3, Gastroenteritis | 4, SNC | 5, Bacteriemia | 6, Tracto urinario | 88, Otros",Esto se refiere al tipo o ubicación de la superinfección bacteriana.,Seleccione la(s) opción(es) más apropiada(s) que representen el tipo o la ubicación de la superinfección bacteriana.,,
asses_bacsi_oth,Si hay otro: especifique otra superinfección bacteriana,,"Esto se refiere a otros tipos o ubicaciones de la superinfección bacteriana, no especificados anteriormente.","Si es “Otro”, escriba el tipo o la localización de la sobreinfección bacteriana.",,
asses_phary,Faringitis / amigdalitis,"1, Sí | 0, No | 99, Desconocido","Se refiere al dolor en la garganta, generalmente en presencia de inflamación de la garganta (faringe) y/o amígdalas.","Indique “Sí”, si el paciente experimentó esto entre las 00:00 y las 24:00 horas del día de la evaluación.",,
asses_mastitis,Mastitis,"1, Sí | 0, No | 99, Desconocido","Se define como una inflamación de la mama, con o sin infección acompañante.","Indique “Sí”, si el paciente experimentó esto en cualquier momento durante la fecha de evaluación.",,
daily_datavital,¿Ingresar datos de signos vitales para esta fecha?,"1, Sí | 0, No",,"Indique ""Sí"" si desea registrar los datos de los signos vitales para este día de evaluación. Si la respuesta es ""Sí"", para las siguientes preguntas, a menos que se especifique lo contrario, registre el valor más alejado del rango fisiológico normal registrado entre las 00:00 y las 24:00 horas del día de la evaluación. No se deben incluir los resultados que fueron rechazados por el equipo clínico.",,
vital_highesttem,Temperatura más alta (seleccionar unidades),,Se refiere a la temperatura corporal periférica más alta (rectal si <3 meses) entre las 00:00 y las 24:00 del día de la evaluación.,Seleccione las unidades más apropiadas para la temperatura.,,
vital_highesttem_c,Temperatura más alta (°C),,Se refiere a la temperatura corporal periférica más alta (rectal si <3 meses) en grados Celsius (°C) entre las 00:00 y las 24:00 del día de la evaluación.,Ingrese la temperatura corporal periférica más alta (°C) registrada entre las 00:00 y las 24:00 horas del día de la evaluación.,,
vital_highesttem_f,Temperatura más alta (°F),,Se refiere a la temperatura corporal periférica más alta (rectal si <3 meses) en grados Fahrenheit (°F) entre las 00:00 y las 24:00 del día de la evaluación.,Ingrese la temperatura corporal periférica más alta (°F) registrada entre las 00:00 y las 24:00 horas del día de la evaluación.,,
vital_hr,FC (pulsaciones/minuto),,Se refiere a la frecuencia cardíaca medida en pulsaciones por minuto. Puede medirse manualmente o mediante un dispositivo de monitoreo electrónico.,Ingrese la frecuencia cardíaca medida en pulsaciones por minuto. Registre el valor más alejado del rango normal entre las 00:00 y las 24:00 horas del día de la evaluación.,,
vital_rr,RR (lpm),,"Se refiere a la frecuencia respiratoria en respiraciones por minuto. Siempre que sea posible, se prefiere la medición manual en lugar de la electrónica (esto se logra contando la cantidad de respiraciones durante un minuto y contando cuántas veces se eleva el pecho durante este período de tiempo). Si se observan frecuencias anormalmente altas y bajas, registre la frecuencia anormalmente alta.","Ingrese la frecuencia respiratoria medida en respiraciones por minuto. Registre el valor más alejado del rango normal entre las 00:00 y las 24:00 horas del día de la evaluación. Si se observan frecuencias anormalmente altas y bajas, registre la frecuencia anormalmente alta.",,
vital_systolicbp,Presión arterial sistólica (mmHg),,"Se refiere a la presión arterial sistólica de la observación con la presión arterial media más baja (si no se ha calculado la presión arterial media, informe la medición con la presión arterial sistólica más baja). Por ejemplo, si la presión arterial es 120/85 mmHg, ingrese 120 en la sección marcada como ""PA sistólica"".","Ingrese la presión arterial sistólica medida en milímetros de mercurio (mmHg). Registre la presión arterial sistólica de la observación con la presión arterial media (PAM) más baja (si no se ha calculado la presión arterial media, informe la medición con la presión arterial sistólica más baja) que se produjo entre las 00:00 y las 24:00 horas del día de la evaluación.",,
vital_diastolicbp,Presión arterial diastólica (mmHg),,"Se refiere a la presión arterial diastólica de la observación con la presión arterial media más baja (si no se ha calculado la presión arterial media, informe la medición con la presión arterial sistólica más baja). Por ejemplo, si la presión arterial es 120/85 mmHg, ingrese 85 en la sección marcada como ""PA diastólica"".","Ingrese la presión arterial diastólica medida en milímetros de mercurio (mmHg). Registre la presión arterial diastólica de la observación con la presión arterial media (PAM) más baja (si no se ha calculado la presión arterial media, informe la medición con la presión arterial sistólica más baja) que se produjo entre las 00:00 y las 24:00 horas del día de la evaluación.",,
vital_meanbp,Presión arterial media (mmHg),,"La presión arterial media (PAM) se puede medir directamente (mediante un catéter intraarterial) o aproximarse sin un procedimiento invasivo utilizando la siguiente fórmula: presión diastólica más 1/3 de la presión del pulso, donde la presión del pulso es la presión sistólica - presión diastólica.",Ingrese el MAP registrado más bajo ocurrido entre las 00:00 y las 24:00 del día de la evaluación.,,
vital_spo2,Saturación de oxígeno más baja SpO2 (%),,"Se refiere a la saturación de oxígeno, que puede medirse mediante oximetría de pulso o análisis de gases en sangre arterial. Es independiente de la ventilación o del requerimiento de oxígeno suplementario.",Ingrese el porcentaje de saturación de oxígeno. Registre el valor más alejado del rango normal entre las 00:00 y las 24:00 horas del día de la evaluación.,,
vital_o2supp_type,Oxígeno suplementario en el punto de medición de SpO2,"2, Sí-cánulas nasales | 3, Sí-mascarilla simple | 4, Sí-HFNO | 5, Sí-NIV | 6, Sí-IMV / ECMO | 0, No (aire ambiente) | 99, Desconocido",Esto se refiere a la fracción medida de oxígeno inspirado (FiO2) suministrada en el momento del registro de SpO2 (%) más bajo mencionado anteriormente.,"Indique 'Sí', si la FiO2 se midió junto con la saturación de oxígeno más baja (SpO2) informada anteriormente.",,
vital_fio2spo2,FiO2 en el momento de SpO2 más bajo (unidades seleccionadas),,"La FiO2 se puede expresar como fracción o porcentaje. Tenga en cuenta que 0,21 y 21 % son equivalentes a la FiO2 del aire ambiente.",Seleccione las unidades más apropiadas para FiO2.,,
vital_fio2spo2_02110,"FiO2 en el momento de SpO2 más bajo (fracción, 0,21-1,0)",,Esto se refiere a la fracción medida de oxígeno inspirado (FiO2) suministrada en el momento del registro de SpO2 (%) más bajo mencionado anteriormente.,"Ingrese la FiO2 (0,21-1,0) que se midió junto con la saturación de oxígeno más baja (SpO2) informada anteriormente.",,
vital_fio2spo2_pcnt,"FiO2 en el momento de SpO2 más bajo (%, 21-100)",,Esto se refiere a la fracción medida de oxígeno inspirado (FiO2) suministrada en el momento del registro de SpO2 (%) más bajo mencionado anteriormente.,Ingrese la FiO2 (21-100%) que se midió junto con la saturación de oxígeno más baja (SpO2) informada anteriormente.,,
vital_fio2spo2_ltr,FiO2 en el momento de SpO2 más bajo (L/min más alto),,Esto se refiere a la fracción medida de oxígeno inspirado (FiO2) suministrada en el momento del registro de SpO2 (%) más bajo mencionado anteriormente.,Ingrese la FiO2 (L/min) que se midió junto con la saturación de oxígeno más baja (SpO2) informada anteriormente.,,
vital_capillaryr,Tiempo de llenado capilar >2 segundos,"1, Sí | 0, No | 99, Desconocido",El tiempo de llenado capilar se mide presionando el esternón durante cinco segundos con un dedo o el pulgar hasta que la piel subyacente se vuelva blanca y luego se anota el tiempo en segundos que tarda el color en volver una vez que se libera la presión.,"Indique “Sí”, si el tiempo de llenado capilar fue mayor a 2 segundos en cualquier momento entre las 00:00 y las 24:00 del día de la evaluación.",,
vital_avpu,ACVPU,"1, Alerta | 5, Confusión | 2, Verbal | 3, Dolor | 4, Sin respuesta",Se refiere al sistema de puntuación de la conciencia: alerta; confundido (de nueva aparición o empeoramiento); responde a la voz; responde al dolor; no responde.,"Seleccione la opción única correspondiente a la condición de menor respuesta del paciente entre las 00:00 y las 24:00 horas del día de la evaluación. Si el paciente está sedado el día de la evaluación, registre el valor antes de la sedación.",,
