Form,Section,Variable,Type,Question,Answer Options,Validation,Minimum,Maximum,List,Skip Logic,Body System,Definition,Completion Guideline,Standardized Term Codelist,Standardized Term Code,Metathesaurus,Identifier,Research Category,preset_ARChetype Disease CRF_Covid,preset_ARChetype Disease CRF_H5Nx,preset_ARChetype Disease CRF_Dengue,preset_ARChetype Disease CRF_Mpox,preset_ARChetype Disease CRF_Mpox Pregnancy and Paediatric,preset_ARChetype Syndromic CRF_ARI,preset_ARChetype Syndromic CRF_VHF,preset_Score_CharlsonCI,preset_Score_mSOFA,preset_Score_mSOFA_Dengue,preset_Recommended Outcomes_Dengue,preset_Populations_Paediatric,preset_Populations_Pregnancy
presentation,VACCINATION,vacci_pneumococo,radio,Vaccinated for pneumococcal disease,"1, Yes | 0, No | 99, Unknown",,,,,,,Ever received a vaccine targeting Pneumococcus (Streptococcus pneumoniae).,"Indicate 'Yes', if the patient has ever received a  Pneumococcal vaccine.",,,,,,,,,,,1,,,,,,,
presentation,VACCINATION,vacci_pneumococo_date,date_dmy,Date of most recent pneumococcal disease vaccine,,date_dmy,,today,,[vacci_pneumococo]='1',,This refers to the date of the most recent Pneumococcal vaccine,"Enter the date of most recent pneumococcal vaccine. If the precise date is unknown, enter an estimate. (Use the format DD/MM/YYYY)",,,,,,,,,,,1,,,,,,,
presentation,VACCINATION,vacci_dengue,radio,Vaccinated for dengue,"1, YES-once | 2, YES-twice | 3, YES-thrice | 0, No | 99, Unknown",,,,,,,This refers to whether the patient has ever received the dengue vaccine prior to this illness episode and the number of previous dengue vaccines received.,Select the most appropriate option that represents whether the patient has ever received the dengue vaccine prior to this illness episode and the number of previous dengue vaccines received. ,SNOMED,"827179001, Administration of vaccine product containing only Dengue virus antigen (procedure)","C5231315, Administration of dengue vaccine",,risk_factor_comor,,,1,,,,,,,,,,
presentation,VACCINATION,vacci_dengue_date1,date_dmy,Date of first dengue vaccine,,date_dmy,,today,,[vacci_dengue]='1' or [vacci_dengue]='2' or [vacci_dengue]='3',,"This refers to the date on which the first dose of dengue vaccine was received in the format DD/MM/YYYY.  If precise date unknown, estimate.  ","Enter the date of first dengue vaccine. If the precise date is unknown, enter an estimate. (Use the format DD/MM/YYYY)",,,,,,,,1,,,,,,,,,,
presentation,VACCINATION,vacci_dengue_type1,radio,Type of first dengue vaccine,"1, CYD-TVD (Dengvaxia) | 2, TAK-003 (QDENGA)",,,,,[vacci_dengue]='1' or [vacci_dengue]='2' or [vacci_dengue]='3',,Refers to the type of the first dengue vaccine the patient received.,Select the most appropriate option that represents the type of the first dengue vaccine the patient received.,,,"C5196214, Dengvaxia | ",,,,,1,,,,,,,,,,
presentation,VACCINATION,vacci_dengue_date2,date_dmy,Date of second dengue vaccine,,date_dmy,,today,,[vacci_dengue]='2' or [vacci_dengue]='3',,"This refers to the date on which the second dose of dengue vaccine was received in the format DD/MM/YYYY.  If precise date unknown, estimate.  ","Enter the date of second dengue vaccine. If the precise date is unknown, enter an estimate. (Use the format DD/MM/YYYY)",,,,,,,,1,,,,,,,,,,
presentation,VACCINATION,vacci_dengue_type2,radio,Type of second dengue vaccine,"1, CYD-TVD (Dengvaxia) | 2, TAK-003 (QDENGA)",,,,,[vacci_dengue]='2' or [vacci_dengue]='3',,Refers to the type of the second dengue vaccine the patient received.,Select the most appropriate option that represents the type of the second dengue vaccine the patient received.,,,"C5196214, Dengvaxia | ",,,,,1,,,,,,,,,,
presentation,VACCINATION,vacci_dengue_date3,date_dmy,Date of third dengue vaccine,,date_dmy,,today,,[vacci_dengue]='3',,"This refers to the date on which the third dose of dengue vaccine was received in the format DD/MM/YYYY.  If precise date unknown, estimate.  ","Enter the date of third dengue vaccine. If the precise date is unknown, enter an estimate. (Use the format DD/MM/YYYY)",,,,,,,,1,,,,,,,,,,
presentation,VACCINATION,vacci_dengue_type3,radio,Type of third dengue vaccine,"1, CYD-TVD (Dengvaxia) | 2, TAK-003 (QDENGA)",,,,,[vacci_dengue]='3',,Refers to the type of the third dengue vaccine the patient received.,Select the most appropriate option that represents the type of the third dengue vaccine the patient received.,,,"C5196214, Dengvaxia | ",,,,,1,,,,,,,,,,
presentation,VACCINATION,vacci_spox80,radio,Received smallpox vaccine prior to 1980?,"1, Yes | 0, No | 99, Unknown",,,,,,,This refers to receiving a smallpox vaccine prior to 1980 and thus unrelated to the current event.,"Indicate 'Yes', if the patient recieved a smallpox vaccine prior to 1980.",,,,,,,,,1,1,,,,,,,,
presentation,VACCINATION,vacci_spox80_year,text,Year vaccinated (estimate if uncertain),,number,,1980,,[vacci_spox80]='1',,This refers to receiving a smallpox vaccine prior to 1980 and thus unrelated to the current event.,Write the year in which the patient received the smallpox vaccine. Estimate if uncertain. Note it must not exceed 1980. Leave response empty if year is unknown.,,,,,,,,,1,1,,,,,,,,
presentation,VACCINATION,vacci_spox80_scar,radio,Is a smallpox vaccination scar visible (usually on the upper arm if present)?,"1, Yes | 0, No | 99, Unknown",,,,,[vacci_spox80]='1',,"This refers to a scar at the site of smallpox vaccination (usually on the upper arm if present)) which is generally round, may have irregular edges and appear lower than the skin around it.","Indicate 'Yes', if the patient has a visible smallpox vaccine scar.",,,,,,,,,1,1,,,,,,,,
presentation,VACCINATION,vacci_mpox,radio,Received smallpox or mpox vaccination after 1980?,"1, Yes | 0, No | 99, Unknown",,,,,,,This refers to any smallpox or mpox vaccination after 1980.,"Indicate 'Yes', if the patient received the smallpox vaccination after 1980.",SNOMED,"229881000001106, Smallpox vaccine (product) | ","C0037355, smallpox vaccine  | C5703650, Mpox Vaccine",,,,,,1,1,,,,,,,,
presentation,VACCINATION,vacci_mpox_number,number,Number of mpox or smallpox vaccines received,,number,1,4,,[vacci_mpox]='1',,This refers to the number of Mpox or smallpox vaccines received.,Write the number of Mpox or smallpox vaccines received.,,,,,,,,,1,1,,,,,,,,
presentation,VACCINATION,vacci_mpox_type,checkbox,Mpox or smallpox vaccine type,"1, Imvanex/Imvamune/Jyneos (MVA-BN) | 2, ACAM2000 | 3, LC16m8 | 99, Unknown | 88, Other",,,,,[vacci_mpox]='1',,This refers to the type of Mpox or smallpox vaccine.,"Select the option(s) corresponding to the vaccine(s) received. If 'Other', Specify the other vaccine(s) below.",,,,,,,,,1,1,,,,,,,,
presentation,VACCINATION,vacci_mpox_type_oth,text,Name of other mpox or smallpox vaccine,,,,,,[vacci_mpox_type(88)]='1',,This refers to the type of Mpox or smallpox vaccine.,"If 'Other', Write the name(s) of the other smallpox/mpox vaccine(s).",,,,,,,,,1,1,,,,,,,,
presentation,VACCINATION,vacci_mpox_date1,date_dmy,Date of first mpox or smallpox vaccine,,date_dmy,,today,,[vacci_mpox_number] >= 1,,This refers to the first mpox of smallpox vaccine. ,"Enter the date of first mpox or smallpox vaccine. If the precise date is unknown, enter an estimate. (Use the format DD/MM/YYYY)",,,,,,,,,1,1,,,,,,,,
presentation,VACCINATION,vacci_mpox_route1,radio,Route of administration for first mpox or smallpox vaccine,"1, Intramuscular | 2, Subcutaneous | 3, Intradermal | 99, Unknown | 88, Other",,,,,[vacci_mpox_number] >= 1,,,,,,,,,,,,,,,,,,,,,
presentation,VACCINATION,vacci_mpox_route1_oth,text,Please specify other route,,,,,,[vacci_mpox_route1] = '88',,,,,,,,,,,,,,,,,,,,,
presentation,VACCINATION,vacci_mpox_date2,date_dmy,Date of second mpox or smallpox vaccine,,date_dmy,,today,,[vacci_mpox_number] >= 2,,This refers to the second mpox of smallpox vaccine. ,"Enter the date of second mpox or smallpox vaccine. If the precise date is unknown, enter an estimate. (Use the format DD/MM/YYYY)",,,,,,,,,1,1,,,,,,,,
presentation,VACCINATION,vacci_mpox_route2,radio,Route of administration for second mpox or smallpox vaccine,"1, Intramuscular | 2, Subcutaneous | 3, Intradermal | 99, Unknown | 88, Other",,,,,[vacci_mpox_number] >= 2,,,,,,,,,,,,,,,,,,,,,
presentation,VACCINATION,vacci_mpox_route2_oth,text,Please specify other route,,,,,,[vacci_mpox_route2] = '88',,,,,,,,,,,,,,,,,,,,,
presentation,VACCINATION,vacci_mpox_date3,date_dmy,Date of third mpox or smallpox vaccine,,date_dmy,,today,,[vacci_mpox_number] >= 3,,This refers to the third mpox of smallpox vaccine. ,"Enter the date of third mpox or smallpox vaccine. If the precise date is unknown, enter an estimate. (Use the format DD/MM/YYYY)",,,,,,,,,1,1,,,,,,,,
presentation,VACCINATION,vacci_mpox_route3,radio,Route of administration for third mpox or smallpox vaccine,"1, Intramuscular | 2, Subcutaneous | 3, Intradermal | 99, Unknown | 88, Other",,,,,[vacci_mpox_number] >= 3,,,,,,,,,,,,,,,,,,,,,
presentation,VACCINATION,vacci_mpox_route3_oth,text,Please specify other route,,,,,,[vacci_mpox_route3] = '88',,,,,,,,,,,,,,,,,,,,,
presentation,VACCINATION,vacci_mpox_date4,date_dmy,Date of fourth mpox or smallpox vaccine,,date_dmy,,today,,[vacci_mpox_number] >= 4,,This refers to the fourth mpox of smallpox vaccine. ,"Enter the date of fourth mpox or smallpox vaccine. If the precise date is unknown, enter an estimate. (Use the format DD/MM/YYYY)",,,,,,,,,1,1,,,,,,,,
presentation,VACCINATION,vacci_mpox_route4,radio,Route of administration for fourth mpox or smallpox vaccine,"1, Intramuscular | 2, Subcutaneous | 3, Intradermal | 99, Unknown | 88, Other",,,,,[vacci_mpox_number] >= 4,,,,,,,,,,,,,,,,,,,,,
presentation,VACCINATION,vacci_mpox_route4_oth,text,Please specify other route,,,,,,[vacci_mpox_route4] = '88',,,,,,,,,,,,,,,,,,,,,
presentation,VACCINATION,vacci_yellowfever,radio,Vaccinated for yellow fever,"1, Yes | 0, No | 99, Unknown",,,,,,,Ever received a vaccine targeting Yellow Fever Virus.,"Indicate 'Yes', if the patient has ever received a  Yellow fever vaccine.",,,,,,,,,,,,,,,,,,
presentation,VACCINATION,vacci_yellowfever_date,date_dmy,Most recent yellow fever vaccination date,,date_dmy,,today,,[vacci_yellowfever]='1',,This refers to the date of the most recent yellow fever vaccine,"Enter the date of most recent yellow fever vaccine. If the precise date is unknown, enter an estimate. (Use the format DD/MM/YYYY)",,,,,,,,,,,,,,,,,,
presentation,VACCINATION,vacci_hepatitisb,radio,Vaccinated for hepatitis B,"1, Yes | 0, No | 99, Unknown",,,,,,,Ever received a vaccine targeting  Hepatitis B virus.,"Indicate 'Yes', if the patient has ever received a  hepatitis B vaccine.",,,,,,,,,,,,,,,,,,
presentation,VACCINATION,vacci_hepatitisb_date,date_dmy,Most recent hepatitis B vaccination date,,date_dmy,,today,,[vacci_hepatitisb]='1',,This refers to the date of the most recent  Hepatitis B virus vaccine,"Enter the date of most recent Hepatitis B vaccine. If the precise date is unknown, enter an estimate. (Use the format DD/MM/YYYY)",,,,,,,,,,,,,,,,,,
presentation,VACCINATION,vacci_chickenpox,radio,Vaccinated for chickenpox (varicella),"1, Yes | 0, No | 99, Unknown",,,,,,,Ever received a vaccine targeting varicella-zoster virus.,"Indicate 'Yes', if the patient has ever received a  Yellow Chickenpox vaccine.",,,,,,,,,,,,,,,,,,
presentation,VACCINATION,vacci_chickenpox_date,date_dmy,Most recent chickenpox(varicella) vaccination date,,date_dmy,,today,,[vacci_chickenpox]='1',,This refers to the date of the most recent varicella-zoster virus vaccine,"Enter the date of most recent chickenpox vaccine. If the precise date is unknown, enter an estimate. (Use the format DD/MM/YYYY)",,,,,,,,,,,,,,,,,,
presentation,VACCINATION,vacci_marburg,radio,Vaccinated for Marburg virus disease,"1, Yes | 0, No | 99, Unknown",,,,,,,Ever received a vaccine targeting Marburg virus.,"Indicate 'Yes', if the patient has ever received a  Yellow Chickenpox vaccine.",,,,,,,,,,,,1,,,,,,
presentation,VACCINATION,vacci_marburg_date,date_dmy,Most recent Marburg virus disease vaccination date,,date_dmy,,today,,[vacci_marburg]='1',,This refers to the date of the most recent Marburg virus vaccine,"Enter the date of most recent chickenpox vaccine. If the precise date is unknown, enter an estimate. (Use the format DD/MM/YYYY)",,,,,,,,,,,,1,,,,,,
presentation,VACCINATION,vacci_ebola,radio,Vaccinated for Ebola virus disease,"1, Yes | 0, No | 99, Unknown",,,,,,,Ever received a vaccine targeting Ebola virus.,"Indicate 'Yes', if the patient has ever received a  Yellow Chickenpox vaccine.",,,,,,,,,,,,1,,,,,,
presentation,VACCINATION,vacci_ebola_date,date_dmy,Most recent Ebola virus disease vaccination date,,date_dmy,,today,,[vacci_ebola]='1',,This refers to the date of the most recent Ebola virus vaccine,"Enter the date of most recent chickenpox vaccine. If the precise date is unknown, enter an estimate. (Use the format DD/MM/YYYY)",,,,,,,,,,,,1,,,,,,
presentation,VACCINATION,vacci_lassa,radio,Vaccinated for Lassa fever disease,"1, Yes | 0, No | 99, Unknown",,,,,,,Ever received a vaccine targeting Lassa fever  virus.,"Indicate 'Yes', if the patient has ever received a  Yellow Chickenpox vaccine.",,,,,,,,,,,,1,,,,,,
presentation,VACCINATION,vacci_lassa_date,date_dmy,Most recent Lassa fever disease vaccination date,,date_dmy,,today,,[vacci_lassa]='1',,This refers to the date of the most recent Lassa fever virus vaccine,"Enter the date of most recent chickenpox vaccine. If the precise date is unknown, enter an estimate. (Use the format DD/MM/YYYY)",,,,,,,,,,,,1,,,,,,
presentation,VACCINATION,vacci_crimean,radio,Vaccinated for Crimean-Congo haemorrhagic fever,"1, Yes | 0, No | 99, Unknown",,,,,,,Ever received a vaccine targeting Crimean-Congo haemorrhagic fever virus.,"Indicate 'Yes', if the patient has ever received a  Yellow Chickenpox vaccine.",,,,,,,,,,,,1,,,,,,
presentation,VACCINATION,vacci_crimean_date,date_dmy,Most recent Crimean-Congo haemorrhagic feve vaccination date,,date_dmy,,today,,[vacci_crimean]='1',,This refers to the date of the most recent Crimean-Congo haemorrhagic fever virus vaccine,"Enter the date of most recent chickenpox vaccine. If the precise date is unknown, enter an estimate. (Use the format DD/MM/YYYY)",,,,,,,,,,,,1,,,,,,
presentation,VACCINATION,vacci_vhf,radio,Vaccinated for Other viral haemorrhagic fever,"1, Yes | 0, No | 99, Unknown",,,,,,,Ever received a vaccine targeting a Viral hemorragic fever virus( different from above).,"Indicate 'Yes', if the patient has ever received a  Yellow Chickenpox vaccine.",,,,,,,,,,,,1,,,,,,
presentation,VACCINATION,vacci_vhf_spec,text,Specify Other viral haemorrhagic fever Vaccine,,,,,,[vacci_vhf]='1',,Specify the Viral hemorragic fever virus.,"Indicate 'Yes', if the patient has ever received a  Yellow Chickenpox vaccine.",,,,,,,,,,,,1,,,,,,
presentation,VACCINATION,vacci_vhf_date,date_dmy,Most recent Other viral haemorrhagic fever vaccination date,,date_dmy,,today,,[vacci_vhf]='1',,This refers to the date of the most recent Viral hemorragic fever virus vaccine,"Enter the date of most recent chickenpox vaccine. If the precise date is unknown, enter an estimate. (Use the format DD/MM/YYYY)",,,,,,,,,,,,1,,,,,,
presentation,SYMPTOMS ON ADMISSION: Indicate if experienced at any time from onset of this illness to the day of presentation.,adsym_sys,descriptive,Systemic / general symptoms,,,,,,,Systemic/General,This refers to systemic / general / non-specific signs and symptoms,"Indicate 'Yes', if the patient has experienced this at any time from onset of this illness to presentation. ",,,,,,1,1,1,1,1,1,1,,,,,,
presentation,SYMPTOMS ON ADMISSION: Indicate if experienced at any time from onset of this illness to the day of presentation.,adsym_fever,radio,Fever,"1, Yes | 0, No | 99, Unknown",,,,,,Systemic/General,"This refers to sensation of elevated body temperature without formal measurement, or a measured body temperature greater or equal to 38-degrees Celsius (38°C) or 100.4-Fahrenheit (100.4°F). ","Indicate 'Yes', if the patient experienced this at any time during the date of assessment.",SNOMED,"386661006, Fever","C0015967, Fever",,clinical_features,1,1,1,1,1,1,1,,,,,,
presentation,SYMPTOMS ON ADMISSION: Indicate if experienced at any time from onset of this illness to the day of presentation.,adsym_rigchill,radio,Chills or rigors,"1, Yes | 0, No | 99, Unknown",,,,,[demog_calcage]>=365,Systemic/General,This refers to severe chills with violent shivering. A rigor is an episode of shaking or exaggerated shivering which can occur with a high fever. ,"Indicate 'Yes', if the patient has experienced this at any time from onset of this illness to presentation. ",SNOMED,"43724002, Chill (finding)_38880002 Rigor (finding)",,,,,,1,1,1,,,,,,,,
