Variable,Question,Answer Options,Definition,Completion Guideline,Language Speaker Reviewed,Clinical Language Speaker Reviewed
adsym_chestpain,Douleur thoracique,"1, Oui | 0, Non | 99, Inconnu","Défini comme une sensation désagréable, inconfortable ou douloureuse caractérisée par un inconfort physique localisé au niveau de la poitrine.",Indiquez « Oui » si le patient a ressenti cela à un moment quelconque depuis le début de cette maladie jusqu’à sa présentation.,,
adsym_abdpain,Douleur abdominale,"1, Oui | 0, Non | 99, Inconnu","Défini comme une sensation désagréable d’inconfort, de détresse ou d’agonie dans la région abdominale.",Indiquez « Oui » si le patient a ressenti cela à un moment quelconque depuis le début de cette maladie jusqu’à sa présentation.,,
adsym_diarrhoea,Diarrhée,"1, Oui | 0, Non | 99, Inconnu",Défini comme une fréquence anormalement accrue (généralement définie comme trois ou plus) de selles molles ou liquides par jour (ou un passage plus fréquent que la normale pour l'individu).,Indiquez « Oui » si le patient a ressenti cela à un moment quelconque depuis le début de cette maladie jusqu’à sa présentation.,,
adsym_consti,Constipation,"1, Oui | 0, Non | 99, Inconnu",Défini comme une évacuation irrégulière et peu fréquente ou difficile des intestins.,Indiquez « Oui » si le patient a ressenti cela à un moment quelconque depuis le début de cette maladie jusqu’à sa présentation.,,
adsym_vomit,Vomissement,"1, Oui | 0, Non | 99, Inconnu",Défini comme l'expulsion de l'estomac ou de l'intestin grêle par la bouche.,Indiquez « Oui » si le patient a ressenti cela à un moment quelconque depuis le début de cette maladie jusqu’à sa présentation.,,
adsym_vomit2d,Vomissements persistants ? (>=2/jour),"1, Oui | 0, Non | 99, Inconnu",Les vomissements persistants sont définis ici comme des vomissements deux fois ou plus par jour.,Indiquez « Oui » si le patient a ressenti cela à un moment quelconque depuis le début de cette maladie jusqu’à sa présentation.,,
adsym_nausea,Nausée,"1, Oui | 0, Non | 99, Inconnu",Défini comme la sensation subjective désagréable et indolore que l'on va bientôt vomir.,Indiquez « Oui » si le patient a ressenti cela à un moment quelconque depuis le début de cette maladie jusqu’à sa présentation.,,
adsym_anorexia,Anorexie,"1, Oui | 0, Non | 99, Inconnu",Défini comme un manque ou une perte d’appétit.,Indiquez « Oui » si le patient a ressenti cela à un moment quelconque depuis le début de cette maladie jusqu’à sa présentation.,,
adsym_exsal,Salivation excessive,"1, Oui | 0, Non | 99, Inconnu","Défini comme une salivation excessive ou une sialorrhée, c'est un symptôme qu'il est préférable d'évaluer par le patient.",Indiquez « Oui » si le patient a ressenti cela à un moment quelconque depuis le début de cette maladie jusqu’à sa présentation.,,
adsym_diffswallow,Difficulté à avaler / dysphagie,"1, Oui | 0, Non | 99, Inconnu","Défini comme une difficulté à avaler de la nourriture, des liquides ou de la salive.",Indiquez « Oui » si le patient a ressenti cela à un moment quelconque depuis le début de cette maladie jusqu’à sa présentation.,,
adsym_urine,Rétention urinaire,"1, Oui | 0, Non | 99, Inconnu",Défini comme l’accumulation d’urine dans la vessie en raison de l’incapacité d’uriner.,Indiquez « Oui » si le patient a ressenti cela à un moment quelconque depuis le début de cette maladie jusqu’à sa présentation.,,
adsym_dyspareunia,Dyspareunie,"1, Oui | 0, Non | 99, Inconnu",Défini comme une douleur génitale récurrente ou persistante associée aux rapports sexuels.,Indiquez « Oui » si le patient a ressenti cela à un moment quelconque depuis le début de cette maladie jusqu’à sa présentation.,,
adsym_haemorrhag_yn,Saignement / hémorragie,"1, Oui | 0, Non | 99, Inconnu","Définie comme la présence de sang dans un endroit où il n'est pas physiologiquement normal ou une perte de sang de la circulation, soit interne, soit externe. Cela peut inclure l'épistaxis (sang provenant du nez), le saignement gingival (sang provenant des gencives), le sang provenant de n'importe quelle partie du tube digestif (saignement gastro-intestinal) ou des voies génito-urinaires (vagin ou urètre), y compris l'hématurie.",Indiquez « Oui » si le patient a ressenti cela à un moment quelconque depuis le début de cette maladie jusqu’à sa présentation.,,
adsym_haemorrhag_sev,Saignement grave / hémorragie (nécessitant une intervention),"1, Oui | 0, Non | 99, Inconnu",Défini comme un saignement/une hémorragie grave nécessitant une intervention médicale pour l'hémostase et/ou le soutien hémodynamique.,Indiquez « Oui » si le patient a ressenti cela à un moment quelconque depuis le début de cette maladie jusqu’à sa présentation.,,
adsym_haemorrhag_site,Si oui : précisez le(s) site(s) du saignement/hémorragie,"1, Peau | 7, Pétéchies | 2, Nez | 3, Gencives | 4, Appareil digestif | 5, Appareil urinaire | 6, Vagin | 88, Autre(s) | 99, Inconnu","Il s'agit de l'emplacement du ou des sites de saignement/hémorragie. Les pétéchies désignent de petites taches rougeâtres ou violacées sur la peau ou les muqueuses résultant d'une hémorragie localisée. Les saignements de nez désignent une hémorragie localisée dans le nez. Les saignements des gencives désignent une hémorragie affectant la gencive. Les saignements gastro-intestinaux (GI) désignent une hémorragie dans n'importe quel segment du tractus gastro-intestinal, de l'œsophage au rectum. Les saignements des voies urinaires désignent une hémorragie provenant de n'importe quelle partie du système urinaire. Les saignements vaginaux désignent une hémorragie provenant du vagin, sans rapport avec les règles normales.",Sélectionnez l’option(s) la(les) plus appropriée(s) correspondant à l’emplacement du ou des sites de saignement/hémorragie.,,
adsym_haemorrhag_oth,Si autre : préciser le(s) site(s) de saignement/hémorragie,,Cela fait référence à l’emplacement du ou des sites de saignement/hémorragie.,"Si « Autre », indiquez l’autre ou les autres sites où le patient a présenté un saignement/une hémorragie à tout moment depuis le début de cette maladie et sa présentation ou son admission.",,
adsym_jaund,Jaunisse,"1, Oui | 0, Non | 99, Inconnu","Défini comme une manifestation clinique de l’hyperbilirubinémie, caractérisée par une coloration jaunâtre de la peau, des muqueuses et/ou de la sclère.",Indiquez « Oui » si le patient a ressenti cela à un moment quelconque depuis le début de cette maladie jusqu’à sa présentation.,,
adsym_headache,Mal de tête,"1, Oui | 0, Non | 99, Inconnu",Défini comme l’expérience de la douleur dans différentes parties de la tête.,Indiquez « Oui » si le patient a ressenti cela à un moment quelconque depuis le début de cette maladie jusqu’à sa présentation.,,
adsym_neckstiff,Raideur de la nuque,"1, Oui | 0, Non | 99, Inconnu","Définie comme une sensation de tension dans le cou lorsqu'on tente de le bouger, surtout après une période d'inactivité. La raideur du cou implique souvent une douleur et une difficulté à bouger le cou, surtout lorsqu'on essaie de tourner la tête sur le côté.",Indiquez « Oui » si le patient a ressenti cela à un moment quelconque depuis le début de cette maladie jusqu’à sa présentation.,,
adsym_photoph,Photophobie,"1, Oui | 0, Non | 99, Inconnu",Désigne une sensibilité accrue des yeux à la lumière.,Indiquez « Oui » si le patient a ressenti cela à un moment quelconque depuis le début de cette maladie jusqu’à sa présentation.,,
adsym_retroorbit,Douleur rétro-orbitaire,"1, Oui | 0, Non | 99, Inconnu",Défini comme l’expérience de la douleur dans la région rétro-orbitaire (derrière les yeux).,Indiquez « Oui » si le patient a ressenti cela à un moment quelconque depuis le début de cette maladie jusqu’à sa présentation.,,
adsym_seizconv,Crises d'épilepsie / convulsions,"1, Oui | 0, Non | 99, Inconnu","Défini comme une anomalie intermittente de la physiologie du système nerveux caractérisée par une apparition transitoire de mouvements soudains, violents et irréguliers du corps, causés par une contraction involontaire des muscles due à une activité neuronale anormale, excessive ou synchrone dans le cerveau.",Indiquez « Oui » si le patient a ressenti cela à un moment quelconque depuis le début de cette maladie jusqu’à sa présentation.,,
adsym_confusion,Altération de la conscience / confusion,"1, Oui | 0, Non | 99, Inconnu",Défini comme un niveau de conscience ou d’éveil autre que le niveau de base normal du patient.,Indiquez « Oui » si le patient a ressenti cela à un moment quelconque depuis le début de cette maladie jusqu’à sa présentation.,,
adsym_neurodist,Trouble psychologique,"1, Oui | 0, Non | 99, Inconnu","Il s'agit de la présence de signes ou de symptômes qui affectent les pensées, les émotions, les comportements ou le bien-être mental d'un individu. La présence de troubles psychologiques doit être identifiée au moyen d'un examen de l'état mental (ESM) ou d'un outil équivalent.",Indiquez « Oui » si le patient a ressenti cela à un moment quelconque depuis le début de cette maladie jusqu’à sa présentation.,,
adsym_cerebesig,Signes cérébelleux,"1, Oui | 0, Non","Désigne la présence d'une constellation de signes neurologiques indiquant généralement un dysfonctionnement cérébelleux. Les signes comprennent la dysdiadochokinésie, la dysmétrie, l'ataxie, le nystagmus, le tremblement intentionnel, la parole pâteuse ou balayante, l'hypotonie.",Indiquez « Oui » si le patient a ressenti cela à un moment quelconque depuis le début de cette maladie jusqu’à sa présentation.,,
adsym_tremor,Tremblement,"1, Oui | 0, Non",Désigne un mouvement musculaire oscillant involontaire de va-et-vient autour d'un axe articulaire.,Indiquez « Oui » si le patient a ressenti cela à un moment quelconque depuis le début de cette maladie jusqu’à sa présentation.,,
adsym_neurologic,Autre anomalie neurologique,"1, Oui | 0, Non | 99, Inconnu",Il s’agit de la présence d’une anomalie neurologique alternative non mentionnée ci-dessus.,Indiquez « Oui » si le patient présente une autre anomalie neurologique non mentionnée ci-dessus.,,
adsym_neurologic_other,Si oui : préciser autre anomalie neurologique,,Il s’agit de la présence d’une autre anomalie neurologique non mentionnée ci-dessus.,"Si « Autre », préciser l’anomalie neurologique.",,
adsym_ocular,Affections oculaires,"1, Oui | 0, Non | 99, Inconnu","Il s'agit de troubles ou de problèmes qui surviennent au niveau de l'œil ou de ses structures associées. Il peut s'agir de plaintes concernant un œil rouge ou qui démange, ou de troubles visuels.",Indiquez « Oui » si le patient a ressenti cela à un moment quelconque depuis le début de cette maladie jusqu’à sa présentation.,,
adsym_ocularspec,Si oui : précisez la ou les plaintes oculaires,"1, Yeux rouges | 2, Démangeaisons oculaires | 3, Douleur oculaire | 4, Troubles visuels | 88, Autre","L'œil rouge désigne toute affection caractérisée par une dilatation des vaisseaux sanguins conjonctivaux ou ciliaires, typique d'une irritation et d'une infection. Les démangeaisons oculaires ou prurit oculaire désignent une sensation qui donne envie à une personne de se gratter, dans ce cas, une sensation anormalement accrue de démangeaisons se situe dans la région de l'œil. La douleur oculaire désigne une sensation désagréable caractérisée par un inconfort physique (comme des picotements, des pulsations ou des douleurs) localisée à l'œil. Les troubles visuels désignent une interférence avec la vision normale sans nécessairement affecter l'acuité visuelle.",Sélectionnez les plaintes oculaires que le patient a ressenties à tout moment depuis le début de cette maladie jusqu’à sa présentation.,,
adsym_ocularoth,Si autre : préciser la ou les plaintes oculaires,,Ceci fait référence à d’autres plaintes oculaires non spécifiées ci-dessus.,"Si « Autre », indiquez les autres plaintes oculaires que le patient a ressenties à tout moment depuis le début de cette maladie et sa présentation ou son admission.",,
adsym_itchyeye,Démangeaisons oculaires,"1, Oui | 0, Non | 99, Inconnu",Défini comme une démangeaison d’un ou des deux yeux.,Indiquez « Oui » si le patient a ressenti cela à un moment quelconque depuis le début de cette maladie jusqu’à sa présentation.,,
adsym_redeye,Yeux rouges / roses,"1, Oui | 0, Non | 99, Inconnu","Défini comme une inflammation ou une infection de la conjonctive, caractérisée par une rougeur dans un ou les deux yeux.",Indiquez « Oui » si le patient a ressenti cela à un moment quelconque depuis le début de cette maladie jusqu’à sa présentation.,,
adsym_conjunhemor,Hémorragie conjonctivale,"1, Oui | 0, Non | 99, Inconnu","Défini comme l’accumulation de sang sous la conjonctive, se présentant comme une tache rouge vif ou foncée dans l’œil.",Indiquez « Oui » si le patient a ressenti cela à un moment quelconque depuis le début de cette maladie jusqu’à sa présentation.,,
